type,price,date
柚子,1.82,2019-12-13
香蕉,2.34,2019-12-13
西瓜报价,1.01,2019-12-13
苹果,2.19,2019-12-13
石榴,11.26,2019-12-13
山楂,4.97,2019-12-13
李子报价,6.43,2019-12-13
车厘子报价,34.12,2019-12-13
水蜜桃,4.18,2019-12-13
杨梅,10.5,2019-12-13
金桔,6.2,2019-12-13
枇杷报价,14.37,2019-12-13
樱桃,34.12,2019-12-13
蓝莓报价,36.4,2019-12-13
柿子,3.31,2019-12-13
青枣报价,2.83,2019-12-11
木瓜,7.44,2019-12-11
荔枝,17.41,2019-12-13
龙眼,16,2019-12-13
椰子,12.98,2019-12-13
芒果,4.29,2019-12-11
鸭梨报价,3.4,2019-12-3
猕猴桃报价,10.03,2019-12-3
哈密瓜,2.37,2019-12-11
菠萝,8.1,2019-12-11
蜜桔,3.8,2019-12-11
鸭梨报价,2.5,2019-12-11
猕猴桃报价,9.27,2019-12-11
青枣报价,2.65,2019-12-9
木瓜,7.63,2019-12-9
菠萝,7.39,2019-12-9
蜜桔,3.6,2019-12-9
鸭梨报价,3.4,2019-12-9
猕猴桃报价,9.56,2019-12-9
哈密瓜,2.39,2019-12-9
芒果,4.4,2019-12-9
柠檬,3.61,2019-12-9
金丝枣报价,16,2019-12-9
草莓报价,20.49,2019-12-9
脐橙报价,2.96,2019-12-9
梨,1.6,2019-12-9
红提子,25,2019-12-9
毛桃,4.16,2019-12-9
甘蔗,0.84,2019-12-9
柑橘,2.63,2019-12-9
柚子,1.93,2019-12-9
西瓜报价,0.99,2019-12-9
苹果,2.2,2019-12-9
青枣报价,2.86,2019-12-6
木瓜,7.19,2019-12-6
哈密瓜,2.1,2019-12-6
菠萝,7.48,2019-12-6
蜜桔,3.8,2019-12-6
鸭梨报价,3.4,2019-12-6
猕猴桃报价,10.09,2019-12-6
芒果,5.7,2019-12-6
柠檬,3.72,2019-12-6
金丝枣报价,16,2019-12-6
脐橙报价,2.92,2019-12-6
梨,1.67,2019-12-6
红提子,25,2019-12-6
毛桃,3.69,2019-12-6
青枣报价,2.94,2019-12-5
木瓜,6.66,2019-12-5
哈密瓜,4.15,2019-12-5
菠萝,7.03,2019-12-5
鸭梨报价,3.4,2019-12-5
蜜桔,3.9,2019-12-5
猕猴桃报价,10.52,2019-12-5
芒果,5.58,2019-12-5
柠檬,6.04,2019-12-5
金丝枣报价,16,2019-12-5
脐橙报价,4.24,2019-12-5
红提子,25,2019-12-5
毛桃,4.13,2019-12-5
梨,2.2,2019-12-5
甘蔗,1.35,2019-12-5
榴莲报价,17.07,2019-12-12
榴莲报价,18.46,2019-12-10
金丝枣报价,16,2019-12-11
柠檬,3.07,2019-12-11
榴莲报价,16.15,2019-12-13
脐橙报价,2.81,2019-12-11
草莓报价,19.84,2019-12-5
梨,1.66,2019-12-11
红提子,25,2019-12-11
毛桃,3.9,2019-12-11
草莓报价,19.82,2019-12-11
甘蔗,0.81,2019-12-11
香蕉,2,2019-12-11
柑橘,2.71,2019-12-11
柚子,1.96,2019-12-11
西瓜报价,1.04,2019-12-11
苹果,2.16,2019-12-11
葡萄,5.97,2019-12-11
石榴,11.22,2019-12-11
山楂,5.09,2019-12-11
杨梅,10.5,2019-12-11
金桔,6.84,2019-12-11
枇杷报价,14.42,2019-12-11
李子报价,6.24,2019-12-11
车厘子报价,36.33,2019-12-11
水蜜桃,4.01,2019-12-11
荔枝,21.39,2019-12-11
龙眼,16,2019-12-11
樱桃,36.33,2019-12-11
蓝莓报价,34.23,2019-12-11
柿子,3.07,2019-12-11
红提子,25,2019-12-3
椰子,12.98,2019-12-11
梨,2.04,2019-12-3
毛桃,4.18,2019-12-3
草莓报价,18.68,2019-12-3
甘蔗,1.11,2019-12-3
柑橘,3.16,2019-12-3
柚子,2.48,2019-12-3
脐橙报价,3.81,2019-12-3
苹果,2.96,2019-12-3
葡萄,7.15,2019-12-3
西瓜报价,1.16,2019-12-3
香蕉,3.39,2019-12-3
石榴,9.65,2019-12-3
山楂,5.4,2019-12-3
李子报价,8.15,2019-12-3
车厘子报价,33.63,2019-12-3
水蜜桃,4.16,2019-12-3
杨梅,10.5,2019-12-3
金桔,5.72,2019-12-3
枇杷报价,13.11,2019-12-3
荔枝,20.52,2019-12-3
龙眼,16,2019-12-3
樱桃,33.63,2019-12-3
蓝莓报价,36.94,2019-12-3
椰子,43.88,2019-12-3
柿子,3.61,2019-12-3
葡萄,5.9,2019-12-9
香蕉,2.24,2019-12-9
石榴,10.44,2019-12-9
山楂,4.88,2019-12-9
李子报价,7.91,2019-12-9
车厘子报价,35.84,2019-12-9
水蜜桃,4,2019-12-9
杨梅,10.5,2019-12-9
金桔,6.14,2019-12-9
枇杷报价,14.35,2019-12-9
荔枝,20.87,2019-12-9
龙眼,16,2019-12-9
樱桃,35.84,2019-12-9
蓝莓报价,36.86,2019-12-9
柿子,2.96,2019-12-9
草莓报价,20.23,2019-12-6
甘蔗,0.93,2019-12-6
柑橘,2.76,2019-12-6
柚子,1.93,2019-12-6
椰子,14.88,2019-12-9
西瓜报价,0.97,2019-12-6
苹果,2.33,2019-12-6
香蕉,2.35,2019-12-6
李子报价,9.99,2019-12-6
葡萄,6.84,2019-12-6
车厘子报价,35.05,2019-12-6
水蜜桃,4.07,2019-12-6
杨梅,10.5,2019-12-6
金桔,6.14,2019-12-6
石榴,10.8,2019-12-6
山楂,4.62,2019-12-6
枇杷报价,18.3,2019-12-6
荔枝,16.15,2019-12-6
龙眼,16,2019-12-6
椰子,20.38,2019-12-6
樱桃,35.05,2019-12-6
蓝莓报价,39.03,2019-12-6
柿子,3.52,2019-12-6
柑橘,3.39,2019-12-5
柚子,2.57,2019-12-5
西瓜报价,1.11,2019-12-5
苹果,3.04,2019-12-5
葡萄,7.19,2019-12-5
香蕉,4.73,2019-12-5
石榴,10.6,2019-12-5
山楂,5.3,2019-12-5
李子报价,9.49,2019-12-5
车厘子报价,32.64,2019-12-5
杨梅,10.5,2019-12-5
金桔,5.93,2019-12-5
水蜜桃,4.02,2019-12-5
荔枝,17.82,2019-12-5
龙眼,16,2019-12-5
椰子,42.7,2019-12-5
枇杷报价,16.75,2019-12-5
樱桃,32.64,2019-12-5
蓝莓报价,39.21,2019-12-5
柿子,4.31,2019-12-5
木瓜,6.9,2019-12-4
哈密瓜,4.11,2019-12-4
菠萝,6.83,2019-12-4
蜜桔,4.2,2019-12-4
青枣报价,3.03,2019-12-4
鸭梨报价,2.7,2019-12-4
猕猴桃报价,10.28,2019-12-4
青枣报价,2.73,2019-11-29
木瓜,8.63,2019-11-29
哈密瓜,1.67,2019-11-29
榴莲报价,18.22,2019-12-11
青枣报价,2.58,2019-11-28
木瓜,8.38,2019-11-28
哈密瓜,1.49,2019-11-28
菠萝,0.7,2019-11-28
蜜桔,4.2,2019-11-28
鸭梨报价,1.9,2019-11-28
猕猴桃报价,11.04,2019-11-28
榴莲报价,19.28,2019-12-6
榴莲报价,18.97,2019-12-5
青枣报价,2.88,2019-10-30
木瓜,7.75,2019-10-30
柠檬,5.98,2019-12-4
金丝枣报价,16,2019-12-4
脐橙报价,3.94,2019-12-4
芒果,5.46,2019-12-4
梨,2.2,2019-12-4
红提子,25,2019-12-4
毛桃,4.15,2019-12-4
哈密瓜,2.1,2019-10-30
草莓报价,19.39,2019-12-4
甘蔗,1.41,2019-12-4
柑橘,3.22,2019-12-4
葡萄,7.24,2019-12-4
西瓜报价,1.17,2019-12-4
苹果,3.08,2019-12-4
石榴,10.3,2019-12-4
山楂,5.21,2019-12-4
李子报价,8.64,2019-12-4
车厘子报价,32.92,2019-12-4
香蕉,4.3,2019-12-4
柚子,2.56,2019-12-4
水蜜桃,4.24,2019-12-4
杨梅,10.5,2019-12-4
金桔,5.64,2019-12-4
枇杷报价,16.47,2019-12-4
荔枝,19.2,2019-12-4
龙眼,16,2019-12-4
椰子,42.73,2019-12-4
樱桃,32.92,2019-12-4
蓝莓报价,37.75,2019-12-4
柿子,4.03,2019-12-4
青枣报价,3.14,2019-12-2
木瓜,7.13,2019-12-2
哈密瓜,3.39,2019-12-2
菠萝,3.11,2019-12-2
蜜桔,3.6,2019-12-2
鸭梨报价,3.4,2019-12-2
猕猴桃报价,9.79,2019-12-2
芒果,4.58,2019-12-2
柠檬,6.64,2019-12-2
金丝枣报价,16,2019-12-2
脐橙报价,3.8,2019-12-2
梨,2.07,2019-12-2
红提子,25,2019-12-2
毛桃,4.27,2019-12-2
草莓报价,19.19,2019-12-2
甘蔗,1.22,2019-12-2
柑橘,3.14,2019-12-2
柚子,2.39,2019-12-2
西瓜报价,1.15,2019-12-2
苹果,2.88,2019-12-2
葡萄,6.88,2019-12-2
香蕉,2.14,2019-12-2
石榴,8.09,2019-12-2
山楂,5.34,2019-12-2
李子报价,8.11,2019-12-2
车厘子报价,33.48,2019-12-2
水蜜桃,4.07,2019-12-2
杨梅,10.5,2019-12-2
金桔,5.96,2019-12-2
枇杷报价,12.9,2019-12-2
荔枝,18.63,2019-12-2
龙眼,16,2019-12-2
椰子,42.78,2019-12-2
樱桃,33.31,2019-12-2
蓝莓报价,38.81,2019-12-2
柿子,3.39,2019-12-2
菠萝,0.6,2019-11-29
蜜桔,4.2,2019-11-29
鸭梨报价,3.4,2019-11-29
猕猴桃报价,9.46,2019-11-29
芒果,4.13,2019-11-29
柠檬,3.45,2019-11-29
金丝枣报价,16,2019-11-29
脐橙报价,2.64,2019-11-29
红提子,25,2019-11-29
毛桃,4.88,2019-11-29
草莓报价,12.4,2019-11-29
甘蔗,0.64,2019-11-29
柑橘,2.94,2019-11-29
柚子,1.88,2019-11-29
西瓜报价,0.72,2019-11-29
梨,1.19,2019-11-29
苹果,1.76,2019-11-29
葡萄,4.11,2019-11-29
香蕉,2,2019-11-29
山楂,2.67,2019-11-29
李子报价,5.08,2019-11-29
车厘子报价,48.33,2019-11-29
水蜜桃,3.29,2019-11-29
杨梅,10.5,2019-11-29
金桔,6.58,2019-11-29
枇杷报价,15.28,2019-11-29
荔枝,29.24,2019-11-29
龙眼,16,2019-11-29
椰子,3.84,2019-11-29
樱桃,48.33,2019-11-29
蓝莓报价,49.5,2019-11-29
柿子,2.33,2019-11-29
芒果,4.07,2019-11-28
柠檬,3.36,2019-11-28
脐橙报价,2.53,2019-11-28
梨,1.23,2019-11-28
红提子,25,2019-11-28
毛桃,3.25,2019-11-28
草莓报价,12.41,2019-11-28
金丝枣报价,16,2019-11-28
甘蔗,0.63,2019-11-28
香蕉,1.59,2019-11-28
柑橘,2.98,2019-11-28
柚子,1.78,2019-11-28
石榴,7.93,2019-11-29
西瓜报价,0.7,2019-11-28
苹果,2.36,2019-11-28
葡萄,4.14,2019-11-28
山楂,2.69,2019-11-28
李子报价,4.64,2019-11-28
车厘子报价,40,2019-11-28
水蜜桃,3.38,2019-11-28
杨梅,10.5,2019-11-28
金桔,6.27,2019-11-28
枇杷报价,14.4,2019-11-28
荔枝,23.16,2019-11-28
龙眼,16,2019-11-28
椰子,3.21,2019-11-28
樱桃,40,2019-11-28
鸭梨报价,3.4,2019-11-27
柿子,2.33,2019-11-28
猕猴桃报价,11.04,2019-11-27
芒果,3.93,2019-11-27
柠檬,3.38,2019-11-27
金丝枣报价,16,2019-11-27
脐橙报价,2.43,2019-11-27
毛桃,3,2019-11-27
柑橘,2.92,2019-11-27
红提子,25,2019-11-27
柚子,1.71,2019-11-27
草莓报价,15.11,2019-11-27
甘蔗,0.61,2019-11-27
蓝莓报价,53.2,2019-11-28
梨,1.26,2019-11-27
西瓜报价,0.67,2019-11-27
苹果,2.36,2019-11-27
葡萄,4.41,2019-11-27
石榴,8.11,2019-11-27
山楂,2.67,2019-11-27
李子报价,4.64,2019-11-27
车厘子报价,34.25,2019-11-27
金桔,6.76,2019-11-27
石榴,8.94,2019-11-28
枇杷报价,14.77,2019-11-27
荔枝,25.59,2019-11-27
龙眼,16,2019-11-27
椰子,3.9,2019-11-27
樱桃,34.25,2019-11-27
蓝莓报价,51.61,2019-11-27
柿子,2.33,2019-11-27
青枣报价,2.43,2019-11-26
木瓜,8.24,2019-11-26
哈密瓜,1.76,2019-11-26
菠萝,0.79,2019-11-26
香蕉,1.56,2019-11-27
蜜桔,4.2,2019-11-26
水蜜桃,3.5,2019-11-27
杨梅,10.5,2019-11-27
芒果,3.92,2019-11-26
柠檬,3.24,2019-11-26
金丝枣报价,16,2019-11-26
脐橙报价,2.4,2019-11-26
猕猴桃报价,11.6,2019-11-26
梨,1.26,2019-11-26
红提子,25,2019-11-26
毛桃,3,2019-11-26
草莓报价,13.13,2019-11-26
柑橘,2.87,2019-11-26
柚子,1.79,2019-11-26
西瓜报价,0.73,2019-11-26
鸭梨报价,1.9,2019-11-26
苹果,2.39,2019-11-26
葡萄,4.07,2019-11-26
香蕉,1.51,2019-11-26
甘蔗,0.64,2019-11-26
石榴,8.42,2019-11-26
山楂,2.62,2019-11-26
李子报价,8.35,2019-11-26
车厘子报价,34.4,2019-11-26
龙眼,16,2019-11-26
水蜜桃,3.55,2019-11-26
杨梅,10.5,2019-11-26
金桔,6.76,2019-11-26
枇杷报价,15.48,2019-11-26
荔枝,22.33,2019-11-26
椰子,3.9,2019-11-26
樱桃,34.4,2019-11-26
蓝莓报价,50.36,2019-11-26
柿子,1.88,2019-11-26
青枣报价,2.55,2019-11-4
木瓜,12.2,2019-11-4
哈密瓜,2.31,2019-11-4
菠萝,1.01,2019-11-4
蜜桔,4,2019-11-4
鸭梨报价,2.4,2019-11-4
猕猴桃报价,9.92,2019-11-4
芒果,4.2,2019-11-4
柠檬,3.58,2019-11-4
金丝枣报价,16,2019-11-4
脐橙报价,2.56,2019-11-4
梨,1.27,2019-11-4
红提子,25,2019-11-4
毛桃,3.56,2019-11-4
木瓜,9.11,2019-11-1
青枣报价,2.53,2019-11-1
哈密瓜,2.13,2019-11-1
菠萝,1.03,2019-11-1
蜜桔,4.5,2019-11-1
鸭梨报价,2.4,2019-11-1
猕猴桃报价,11.06,2019-11-1
芒果,4.24,2019-11-1
柠檬,3.67,2019-11-1
金丝枣报价,16,2019-11-1
脐橙报价,2.44,2019-11-1
青枣报价,2.82,2019-10-31
木瓜,7.74,2019-10-31
哈密瓜,2.39,2019-10-31
菠萝,1.03,2019-10-31
蜜桔,4.5,2019-10-31
菠萝,1.03,2019-10-30
蜜桔,4.5,2019-10-30
鸭梨报价,4,2019-10-30
猕猴桃报价,11.75,2019-10-30
芒果,4.29,2019-10-30
柠檬,3.84,2019-10-30
脐橙报价,2.52,2019-10-30
梨,1.39,2019-10-30
红提子,25,2019-10-30
毛桃,2.33,2019-10-30
草莓报价,8.02,2019-10-30
柑橘,2.86,2019-10-30
金丝枣报价,16,2019-10-30
木瓜,8.44,2019-10-29
榴莲报价,19.2,2019-12-4
榴莲报价,18.62,2019-12-2
榴莲报价,32.39,2019-11-29
榴莲报价,32.39,2019-11-28
甘蔗,0.57,2019-10-30
青枣报价,2.72,2019-10-29
柚子,1.71,2019-10-30
哈密瓜,2.05,2019-10-29
金丝枣报价,16,2019-10-29
菠萝,1.03,2019-10-29
蜜桔,5,2019-10-29
鸭梨报价,4,2019-10-29
猕猴桃报价,10.88,2019-10-29
芒果,4.03,2019-10-29
柠檬,3.84,2019-10-29
脐橙报价,2.57,2019-10-29
柑橘,2.86,2019-11-4
柚子,1.75,2019-11-4
西瓜报价,0.87,2019-11-4
苹果,2.67,2019-11-4
葡萄,3.8,2019-11-4
香蕉,2.1,2019-11-4
石榴,8.46,2019-11-4
山楂,2.43,2019-11-4
李子报价,7.62,2019-11-4
车厘子报价,38.67,2019-11-4
水蜜桃,3.05,2019-11-4
杨梅,10.5,2019-11-4
金桔,7.22,2019-11-4
枇杷报价,17.05,2019-11-4
荔枝,25.19,2019-11-4
龙眼,43.4,2019-11-4
樱桃,38.67,2019-11-4
柿子,1.62,2019-11-4
梨,1.29,2019-11-1
红提子,25,2019-11-1
毛桃,2.72,2019-11-1
椰子,3.33,2019-11-4
草莓报价,8.87,2019-11-1
甘蔗,0.61,2019-11-1
蓝莓报价,47.17,2019-11-4
柑橘,2.72,2019-11-1
柚子,1.69,2019-11-1
西瓜报价,0.72,2019-11-1
苹果,2.59,2019-11-1
葡萄,3.77,2019-11-1
金桔,6.4,2019-11-1
山楂,2.3,2019-11-1
车厘子报价,45.67,2019-11-1
水蜜桃,3.13,2019-11-1
杨梅,10.5,2019-11-1
香蕉,1.34,2019-11-1
枇杷报价,15.65,2019-11-1
石榴,7.14,2019-11-1
荔枝,35.48,2019-11-1
李子报价,12.51,2019-11-1
龙眼,43.8,2019-11-1
椰子,3.17,2019-11-1
樱桃,45.67,2019-11-1
蓝莓报价,39.56,2019-11-1
柿子,1.68,2019-11-1
鸭梨报价,4,2019-10-31
猕猴桃报价,12.06,2019-10-31
芒果,4.33,2019-10-31
柠檬,3.75,2019-10-31
金丝枣报价,16,2019-10-31
脐橙报价,2.44,2019-10-31
梨,1.27,2019-10-31
红提子,25,2019-10-31
毛桃,2.33,2019-10-31
甘蔗,0.59,2019-10-31
草莓报价,8.73,2019-10-31
柑橘,2.81,2019-10-31
柚子,1.65,2019-10-31
苹果,2.7,2019-10-31
葡萄,4.9,2019-10-31
石榴,7.79,2019-10-31
山楂,2.44,2019-10-31
李子报价,9.56,2019-10-31
车厘子报价,41.75,2019-10-31
香蕉,1.38,2019-10-31
水蜜桃,2.83,2019-10-31
杨梅,10.5,2019-10-31
金桔,6.17,2019-10-31
枇杷报价,15.26,2019-10-31
荔枝,35.48,2019-10-31
椰子,3.23,2019-10-31
樱桃,41.75,2019-10-31
蓝莓报价,39.56,2019-10-31
柿子,1.73,2019-10-31
西瓜报价,0.76,2019-10-30
西瓜报价,0.73,2019-10-31
苹果,2.67,2019-10-30
龙眼,43.8,2019-10-31
香蕉,1.21,2019-10-30
石榴,7.79,2019-10-30
葡萄,5.48,2019-10-30
山楂,2.45,2019-10-30
李子报价,10.08,2019-10-30
车厘子报价,41.75,2019-10-30
水蜜桃,2.84,2019-10-30
杨梅,10.5,2019-10-30
金桔,6.29,2019-10-30
枇杷报价,15.11,2019-10-30
荔枝,21.64,2019-10-30
龙眼,43.8,2019-10-30
椰子,3.23,2019-10-30
樱桃,41.75,2019-10-30
蓝莓报价,38.79,2019-10-30
柿子,1.92,2019-10-30
梨,1.35,2019-10-29
红提子,25,2019-10-29
毛桃,2.24,2019-10-29
草莓报价,8.16,2019-10-29
甘蔗,0.56,2019-10-29
柑橘,2.88,2019-10-29
柚子,1.68,2019-10-29
西瓜报价,0.77,2019-10-29
苹果,2.66,2019-10-29
葡萄,5.45,2019-10-29
香蕉,1.29,2019-10-29
石榴,8.51,2019-10-29
山楂,2.39,2019-10-29
车厘子报价,41.75,2019-10-29
水蜜桃,2.77,2019-10-29
杨梅,10.5,2019-10-29
枇杷报价,17.8,2019-10-29
荔枝,21.64,2019-10-29
龙眼,43.8,2019-10-29
李子报价,7.59,2019-10-29
椰子,3.02,2019-10-29
樱桃,41.75,2019-10-29
金桔,6.25,2019-10-29
蓝莓报价,38.17,2019-10-29
榴莲报价,34.34,2019-11-4
柿子,1.79,2019-10-29
蜜桔,3.6,2019-10-28
鸭梨报价,4,2019-10-28
猕猴桃报价,11.82,2019-10-28
芒果,4.14,2019-10-28
柠檬,3.7,2019-10-28
榴莲报价,73.3,2019-11-1
榴莲报价,57.56,2019-10-31
榴莲报价,52.87,2019-10-30
榴莲报价,52.86,2019-10-29
红提子,25,2019-10-28
毛桃,2.27,2019-10-28
草莓报价,7.61,2019-10-28
甘蔗,0.56,2019-10-28
柑橘,2.8,2019-10-28
柚子,1.71,2019-10-28
西瓜报价,0.75,2019-10-28
苹果,2.68,2019-10-28
葡萄,5.21,2019-10-28
香蕉,1.57,2019-10-28
山楂,2.29,2019-10-28
石榴,7.08,2019-10-28
李子报价,7.06,2019-10-28
车厘子报价,46.75,2019-10-28
水蜜桃,2.89,2019-10-28
杨梅,10.5,2019-10-28
金桔,6.25,2019-10-28
枇杷报价,17.55,2019-10-28
荔枝,22.77,2019-10-28
龙眼,43.4,2019-10-28
椰子,3,2019-10-28
樱桃,46.75,2019-10-28
蓝莓报价,39.58,2019-10-28
柿子,2.07,2019-10-28
金桔,5.8,2019-7-24
杨梅,34,2019-7-24
金丝枣报价,4,2019-7-24
西瓜报价,0.6,2019-7-24
龙眼,5.53,2019-7-25
杨梅,34,2019-7-25
鸭梨报价,10,2019-7-25
枇杷报价,19.17,2019-7-24
柚子,2.63,2019-5-20
香蕉,2.17,2019-5-20
榴莲报价,17.75,2019-12-19
榴莲报价,17.64,2019-12-17
榴莲报价,16.61,2019-12-16
榴莲报价,16.98,2019-12-18
榴莲报价,17.33,2019-12-30
榴莲报价,16.56,2019-12-27
榴莲报价,16.89,2019-12-25
榴莲报价,17.23,2019-12-24
蜜桔,4,2019-12-19
菠萝,2.18,2019-12-19
鸭梨报价,2.5,2019-12-19
猕猴桃报价,9.66,2019-12-19
榴莲报价,16.5,2019-12-26
苹果,5.37,2019-12-30
葡萄,6.24,2019-12-30
香蕉,2.96,2019-12-30
榴莲报价,17.28,2019-12-23
石榴,8.5,2019-12-30
山楂,5.57,2019-12-30
青枣报价,2.43,2019-12-30
木瓜,6.43,2019-12-30
哈密瓜,2.51,2019-12-30
菠萝,2.5,2019-12-30
蜜桔,3.6,2019-12-30
鸭梨报价,3.4,2019-12-30
猕猴桃报价,9.83,2019-12-30
芒果,4.49,2019-12-30
柠檬,3.14,2019-12-30
金丝枣报价,16,2019-12-30
脐橙报价,2.48,2019-12-30
红提子,25,2019-12-30
草莓报价,18.1,2019-12-30
甘蔗,0.82,2019-12-30
柑橘,2.56,2019-12-30
梨,1.58,2019-12-30
毛桃,3.7,2019-12-30
柚子,1.91,2019-12-30
西瓜报价,1.08,2019-12-30
蜜桔,3.8,2019-12-27
青枣报价,2.86,2019-12-27
鸭梨报价,2.6,2019-12-27
木瓜,5.72,2019-12-27
哈密瓜,2.69,2019-12-27
菠萝,2.07,2019-12-27
猕猴桃报价,8.97,2019-12-27
芒果,4.69,2019-12-27
柠檬,3.21,2019-12-27
金丝枣报价,16,2019-12-27
脐橙报价,2.48,2019-12-27
梨,1.53,2019-12-27
红提子,25,2019-12-27
毛桃,3.89,2019-12-27
草莓报价,18.85,2019-12-27
甘蔗,0.79,2019-12-27
柑橘,2.54,2019-12-27
柚子,1.85,2019-12-27
西瓜报价,1.08,2019-12-27
葡萄,6.21,2019-12-27
苹果,5.24,2019-12-27
香蕉,2.76,2019-12-27
石榴,11.61,2019-12-27
山楂,5.28,2019-12-27
李子报价,6.71,2019-12-27
车厘子报价,32.09,2019-12-27
青枣报价,2.87,2019-12-26
木瓜,6.26,2019-12-26
哈密瓜,2.26,2019-12-26
菠萝,3.34,2019-12-26
蜜桔,4,2019-12-26
鸭梨报价,2.7,2019-12-26
猕猴桃报价,9.38,2019-12-26
芒果,4.81,2019-12-26
柠檬,3.26,2019-12-26
金丝枣报价,16,2019-12-26
脐橙报价,2.39,2019-12-26
青枣报价,2.84,2019-12-25
木瓜,6.54,2019-12-25
哈密瓜,2.29,2019-12-25
菠萝,3.58,2019-12-25
蜜桔,4,2019-12-25
鸭梨报价,3.4,2019-12-25
猕猴桃报价,8.84,2019-12-25
芒果,4.95,2019-12-25
柠檬,3.71,2019-12-25
金丝枣报价,16,2019-12-25
青枣报价,2.74,2019-12-24
木瓜,6.44,2019-12-24
哈密瓜,2.38,2019-12-24
青枣报价,2.67,2019-12-23
哈密瓜,2.45,2019-12-23
木瓜,6.42,2019-12-23
菠萝,2.07,2019-12-23
蜜桔,3.6,2019-12-23
猕猴桃报价,8.43,2019-12-23
鸭梨报价,3.4,2019-12-23
芒果,5.4,2019-12-23
柠檬,3.79,2019-12-23
金丝枣报价,16,2019-12-23
脐橙报价,2.43,2019-12-23
梨,1.62,2019-12-23
青枣报价,2.84,2019-12-20
木瓜,8.01,2019-12-20
哈密瓜,2.85,2019-12-20
菠萝,2.15,2019-12-20
蜜桔,4,2019-12-20
鸭梨报价,2.5,2019-12-20
猕猴桃报价,9.75,2019-12-20
芒果,4.63,2019-12-20
柠檬,3.41,2019-12-20
李子报价,6.11,2019-12-30
车厘子报价,34.01,2019-12-30
水蜜桃,4.45,2019-12-30
杨梅,10.5,2019-12-30
枇杷报价,14.07,2019-12-30
荔枝,18.64,2019-12-30
龙眼,16,2019-12-30
椰子,12.98,2019-12-30
金桔,7.57,2019-12-30
樱桃,34.01,2019-12-30
水蜜桃,4.42,2019-12-27
杨梅,10.5,2019-12-27
金桔,7.38,2019-12-27
枇杷报价,13.18,2019-12-27
蓝莓报价,40.87,2019-12-30
柿子,2.96,2019-12-30
荔枝,16.44,2019-12-27
龙眼,16,2019-12-27
椰子,12.98,2019-12-27
樱桃,32.09,2019-12-27
蓝莓报价,39.16,2019-12-27
柿子,2.61,2019-12-27
梨,1.55,2019-12-26
红提子,25,2019-12-26
毛桃,3.95,2019-12-26
草莓报价,18.26,2019-12-26
甘蔗,0.8,2019-12-26
柑橘,2.44,2019-12-26
柚子,1.86,2019-12-26
苹果,2.09,2019-12-26
葡萄,5.86,2019-12-26
香蕉,2.66,2019-12-26
石榴,9.55,2019-12-26
山楂,4.79,2019-12-26
李子报价,6.35,2019-12-26
车厘子报价,32.5,2019-12-26
西瓜报价,1.09,2019-12-26
水蜜桃,4.33,2019-12-26
杨梅,10.5,2019-12-26
金桔,6.41,2019-12-26
枇杷报价,13.2,2019-12-26
荔枝,18.06,2019-12-26
龙眼,16,2019-12-26
椰子,12.98,2019-12-26
樱桃,32.5,2019-12-26
柿子,2.59,2019-12-26
蓝莓报价,42.11,2019-12-26
脐橙报价,2.35,2019-12-25
梨,1.55,2019-12-25
红提子,25,2019-12-25
毛桃,4.2,2019-12-25
草莓报价,17.88,2019-12-25
甘蔗,0.79,2019-12-25
柑橘,2.48,2019-12-25
柚子,1.92,2019-12-25
苹果,1.97,2019-12-25
西瓜报价,1.17,2019-12-25
葡萄,5.93,2019-12-25
香蕉,3.01,2019-12-25
石榴,8.7,2019-12-25
山楂,4.78,2019-12-25
李子报价,6.32,2019-12-25
车厘子报价,32.75,2019-12-25
水蜜桃,4.77,2019-12-25
杨梅,10.5,2019-12-25
金桔,6.23,2019-12-25
枇杷报价,14.09,2019-12-25
荔枝,19.44,2019-12-25
龙眼,16,2019-12-25
椰子,12.98,2019-12-25
樱桃,32.75,2019-12-25
蓝莓报价,42.03,2019-12-25
柿子,2.81,2019-12-25
菠萝,3.59,2019-12-24
蜜桔,4,2019-12-24
鸭梨报价,3.4,2019-12-24
猕猴桃报价,8.98,2019-12-24
芒果,5.27,2019-12-24
柠檬,3.9,2019-12-24
金丝枣报价,16,2019-12-24
脐橙报价,2.42,2019-12-24
红提子,25,2019-12-24
毛桃,4.02,2019-12-24
草莓报价,16.69,2019-12-24
甘蔗,0.78,2019-12-24
柑橘,2.55,2019-12-24
梨,1.62,2019-12-24
柚子,2,2019-12-24
西瓜报价,1.18,2019-12-24
苹果,2.06,2019-12-24
葡萄,5.8,2019-12-24
香蕉,3.27,2019-12-24
石榴,9.65,2019-12-24
山楂,4.71,2019-12-24
李子报价,7.69,2019-12-24
车厘子报价,29.9,2019-12-24
水蜜桃,4.61,2019-12-24
杨梅,10.5,2019-12-24
金桔,6.46,2019-12-24
枇杷报价,20.4,2019-12-24
荔枝,19.85,2019-12-24
龙眼,16,2019-12-24
椰子,12.98,2019-12-24
樱桃,29.9,2019-12-24
蓝莓报价,41.56,2019-12-24
柿子,2.96,2019-12-24
红提子,25,2019-12-23
毛桃,3.55,2019-12-23
草莓报价,16.84,2019-12-23
甘蔗,0.8,2019-12-23
柑橘,2.48,2019-12-23
柚子,1.9,2019-12-23
西瓜报价,1.13,2019-12-23
